article_title,article_type,article_priority,rank,studio_title,address,is_partner,dslurl,primary_station,distance_to_primary_station_m,selection_score,selection_reason
町田のレンタルダンススタジオおすすめ,エリア,A,6,スタジオSOPIC,〒194-0045 東京都町田市南成瀬１丁目2-１,0,,成瀬駅,95.0,31,駅近500m以内 | 複数記事候補 | primary_area=町田
町田のレンタルダンススタジオおすすめ,エリア,A,7,スタジオクレイン鶴川,〒195-0053 東京都町田市能ヶ谷２丁目１２,0,,鶴川駅,167.0,27,駅近500m以内 | 複数記事候補 | primary_area=町田
町田のレンタルダンススタジオおすすめ,エリア,A,8,Caribbean explosion,〒194-0012 東京都町田市金森１丁目３-１ Hamanoya 202,0,,町田駅,991.0,24,駅近1000m以内 | 複数記事候補 | primary_area=町田
町田のレンタルダンススタジオおすすめ,エリア,A,9,Funky Gang Dance Studio,〒194-0022 東京都町田市森野１丁目９-１７ B1,0,,町田駅,566.0,20,駅近1000m以内 | 複数記事候補 | primary_area=町田
町田のレンタルダンススタジオおすすめ,エリア,A,10,レンタルスタジオ マイレッスン 町田スタジオ2号,〒194-0021 東京都町田市中町１丁目１５-１１,0,,町田駅,541.0,20,駅近1000m以内 | 複数記事候補 | primary_area=町田
町田のレンタルダンススタジオおすすめ,エリア,A,11,スタジオK,〒195-0064 東京都町田市小野路町２０７３-３,0,,なし,,14,複数記事候補 | primary_area=町田
町田のレンタルダンススタジオおすすめ,エリア,A,12,シバヨガ鶴川スタジオ,〒195-0061 東京都町田市 鶴川２－１４－１５ ２F,0,,鶴川駅,1402.0,14,複数記事候補 | primary_area=町田
練馬のレンタルダンススタジオおすすめ,エリア,A,1,カルサロ レンタルスタジオサロン,〒179-0073 東京都練馬区田柄２丁目３２-２３ アネックスミスズ ２F,0,,地下鉄赤塚駅,216.0,33,駅近500m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,2,ケアリノフラスタジオ,〒179-0081 東京都練馬区北町８丁目３６-２,0,,地下鉄赤塚駅,339.0,33,駅近500m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,3,レキップバレエスタジオ,〒178-0063 東京都練馬区東大泉１丁目３７-５,0,,大泉学園駅,107.0,33,駅近500m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,4,大泉学園ノートル,"練馬区東大泉６丁目ー３４－４５ SKビルⅡ ２階 ３４, ３４ 練馬区 東京都 178-0063",0,,大泉学園駅,159.0,33,駅近500m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,5,レンタルスタジオ ふわり,〒176-0006 東京都練馬区栄町１５-５ 小林ビル Ａ号室,0,,新桜台駅,354.0,31,駅近500m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,6,studio fusion レンタルスタジオ,〒176-0001 東京都練馬区練馬１丁目２０-３ Nビル 2F,0,,練馬駅,186.0,31,駅近500m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,7,リアクション2はなれ,〒179-0084 東京都練馬区氷川台３丁目２４-１５ 石野ＮＴビル 地下1F,0,,氷川台駅,367.0,31,駅近500m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,8,スポーツクラブ ルネサンス 富士見台24,〒176-0021 東京都練馬区貫井３丁目１２-３３,0,,富士見台駅,192.0,31,駅近500m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,9,えこてんハウススタジオ,〒176-0005 東京都練馬区旭丘１丁目７６-１０ 相枝ビル ４F,0,,江古田駅,61.0,31,駅近500m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,10,mikaバレエスタジオ,〒176-0011 東京都練馬区豊玉上２丁目２０-４ 石原ビル,0,,桜台駅,176.0,31,駅近500m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,11,StudioNEXUS武蔵関校,〒177-0051 東京都練馬区関町北２丁目２２-１３ シャトーセキ B1,0,,武蔵関駅,181.0,31,駅近500m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,12,スタジオメッセ,〒176-0001 東京都練馬区練馬４丁目１９ １F メッセ豊島園２号館,0,,豊島園駅,225.0,27,駅近500m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,13,レンタルスタジオ ワンデースタジオ,〒178-0065 東京都練馬区西大泉１ リバーサイド本橋 Ｂ１Ｆ,0,,大泉学園駅,549.0,24,駅近1000m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,14,練馬 RB レンタルスタジオ,〒176-0023 東京都練馬区中村北１丁目５-９ 第二永崎ビル 4階,0,,練馬駅,513.0,22,駅近1000m以内 | 複数記事候補 | primary_area=練馬
練馬のレンタルダンススタジオおすすめ,エリア,A,15,STRADA STUDIO,〒179-0071 東京都練馬区旭町１丁目８-１ ３F,0,,光が丘駅,873.0,22,駅近1000m以内 | 複数記事候補 | primary_area=練馬
蒲田のレンタルダンススタジオおすすめ,エリア,A,1,蒲田COZYレンタルダンススタジオ,〒144-0052 東京都大田区蒲田５丁目６-１２ イワシタビル 2F,0,,蒲田駅,257.0,33,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,2,レンタルスタジオ,〒145-0064 東京都大田区上池台１丁目１６-７,0,,長原駅,91.0,33,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,3,蒲田・矢口渡レンタルスタジオ momobana,〒146-0095 東京都大田区多摩川１丁目１８-１ 2階,0,,矢口渡駅,308.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,4,レンタルスタジオ N.studio,〒146-0091 東京都大田区鵜の木２丁目５-１ イーグル鵜の木,0,,鵜の木駅,53.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,5,レンタルスタジオ D-Base 大岡山店,〒145-0063 東京都大田区南千束３丁目１-１５ プラシス大岡山 地下1階,0,,大岡山駅,355.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,6,レンタルスタジオCLI CLI,〒145-0064 東京都大田区上池台１丁目１-１,0,,長原駅,113.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,7,REDEIC DANCE STUDIO,〒146-0092 東京都大田区下丸子３丁目２５-５,0,,下丸子駅,334.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,8,佐々木隆子タップダンススタジオ（蒲田本部スタジオ）,〒144-0035 東京都大田区南蒲田３丁目８-３０,0,,糀谷駅,402.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,9,JOYFIT24 石川台,〒145-0065 東京都大田区東雪谷２丁目５-１ 1F・2F エンゼルハイム東雪谷,0,,石川台駅,133.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,10,New York yuka's Dance Center,〒146-0084 東京都大田区南久が原２丁目１１-８,0,,久が原駅,108.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,11,Studio Leaf,〒144-0047 東京都大田区萩中１丁目４-１２-３０１,0,,糀谷駅,406.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,12,コンバレエスタジオ Kon Ballet Studio 糀谷店,〒144-0035 東京都大田区南蒲田３丁目１３-１２ キザキビル2F.3F,0,,糀谷駅,228.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,13,望月愛生バレエスタジオ,〒146-0084 東京都大田区南久が原２丁目７-６ 横川ビル 1階,0,,久が原駅,44.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,14,スタジオジパング 池上スタジオSTANDARD,〒146-0082 東京都大田区池上６丁目５-１４ プレゼンス池上 地下1階,0,,池上駅,162.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
蒲田のレンタルダンススタジオおすすめ,エリア,A,15,東急スポーツオアシス雪谷24Plus,〒145-0073 東京都大田区北嶺町４３-１８,0,,御嶽山駅,410.0,31,駅近500m以内 | 複数記事候補 | primary_area=蒲田
西葛西のレンタルダンススタジオおすすめ,エリア,A,1,Dubway レンタルスタジオ小岩,東京都江戸川区北小岩1-3-4 102,1,https://dance-studio-lab.com/room/ZmU2YzI4MzYtZGY2ZC00YmZkLWI5MWItZDg0OTdkOTdmOGI5/detail,小岩駅,488.0,133,提携 | 駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,2,レンタルスタジオ葛西,〒134-0084 東京都江戸川区東葛西５丁目１-１４-２０２,0,,葛西駅,100.0,33,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,3,Lanikai Dance Studio,〒134-0083 東京都江戸川区中葛西５丁目２０-１９ ローヤルマンション葛西 1階,0,,葛西駅,234.0,33,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,4,舞空間ばくdance studio,〒134-0083 東京都江戸川区中葛西中葛西５丁目３４-７ 昭 産 ビル ７F,0,,葛西駅,70.0,33,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,5,ダンススクエア 葛西スタジオ,〒134-0084 東京都江戸川区東葛西６丁目２-１０ 森ビル 7階,0,,葛西駅,134.0,33,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,6,西葛西ダンススタジオ mind-blowing,〒134-0088 東京都江戸川区西葛西５丁目６-２０ 小山ビル 4階,0,,西葛西駅,140.0,31,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,7,STUDIO+DINING TREE,〒132-0024 東京都江戸川区一之江４丁目２-２５,0,,一之江駅,393.0,31,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,8,江戸川区キッズアクション,〒133-0051 東京都江戸川区北小岩１丁目１７-１ 小岩アーバンプラザ,0,,江戸川駅,389.0,31,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,9,フレックススタイル 船堀校,〒134-0091 東京都江戸川区船堀２丁目２３-２４,0,,船堀駅,192.0,31,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,10,Tダンスプロダクション,〒132-0033 東京都江戸川区東小松川４丁目４３-１８,0,,船堀駅,323.0,31,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,11,スタジオレブローテ,〒133-0052 東京都江戸川区東小岩５丁目４-１４ 小岩セントラルビル,0,,小岩駅,367.0,29,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,12,スタジオ・エルカミーノ,〒133-0057 東京都江戸川区西小岩１丁目１９-３２,0,,小岩駅,194.0,29,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,13,スタジオＤＤＦ,〒134-0088 東京都江戸川区西葛西５丁目５-１５,0,,西葛西駅,146.0,27,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,14,Ｍ＆Ｓダンススタジオ 西葛西スタジオ,〒134-0088 東京都江戸川区西葛西３丁目２-１５ 三谷ビル,0,,西葛西駅,329.0,27,駅近500m以内 | 複数記事候補 | primary_area=西葛西
西葛西のレンタルダンススタジオおすすめ,エリア,A,15,バレエスタジオ ピアチェーレ,〒134-0085 東京都江戸川区南葛西１丁目１４-１３ シティパレス南葛西 302,0,,葛西駅,991.0,24,駅近1000m以内 | 複数記事候補 | primary_area=西葛西
調布のレンタルダンススタジオおすすめ,エリア,A,1,スタジオ白猫屋 調布店,〒182-0021 東京都調布市調布ケ丘１丁目34-５ 調布タカラビル 3階,0,,調布駅,415.0,33,駅近500m以内 | 複数記事候補 | primary_area=調布
調布のレンタルダンススタジオおすすめ,エリア,A,2,仙川 スタジオ 舞仙 レンタルダンススタジオ,〒182-0002 東京都調布市仙川町１丁目１８-２５ 第一富沢ビル 3F,0,,仙川駅,52.0,31,駅近500m以内 | 複数記事候補 | primary_area=調布
調布のレンタルダンススタジオおすすめ,エリア,A,3,YR CLUB HOUSE 国領店,〒182-0022 東京都調布市国領町３丁目１０-４,0,,国領駅,89.0,31,駅近500m以内 | 複数記事候補 | primary_area=調布
調布のレンタルダンススタジオおすすめ,エリア,A,4,加藤みや子ダンススペース ANNEX SENGAWA-FACTORY,〒182-0002 東京都調布市仙川町２丁目１８-２１,0,,仙川駅,271.0,31,駅近500m以内 | 複数記事候補 | primary_area=調布
調布のレンタルダンススタジオおすすめ,エリア,A,5,スタジオ川口,〒182-0024 東京都調布市布田１丁目29-２ B1,0,,調布駅,200.0,29,駅近500m以内 | 複数記事候補 | primary_area=調布
調布のレンタルダンススタジオおすすめ,エリア,A,6,K2studio,〒182-0002 東京都調布市仙川町１丁目２７-２４,0,,仙川駅,145.0,27,駅近500m以内 | 複数記事候補 | primary_area=調布
調布のレンタルダンススタジオおすすめ,エリア,A,7,J.K.キューブ101スタジオエチュード,〒182-0007 東京都調布市菊野台１丁目２０-５,0,,柴崎駅,190.0,27,駅近500m以内 | 複数記事候補 | primary_area=調布
調布のレンタルダンススタジオおすすめ,エリア,A,8,MDL Studio (防音スタジオ),〒182-0021 東京都調布市調布ケ丘３丁目６９-２,0,,調布駅,1165.0,18,複数記事候補 | primary_area=調布
調布のレンタルダンススタジオおすすめ,エリア,A,9,ソードミュージック多目的スタジオ,〒182-0015 東京都調布市八雲台２丁目１-１０,0,,調布駅,1056.0,16,複数記事候補 | primary_area=調布
調布のレンタルダンススタジオおすすめ,エリア,A,10,フィットネス カルチャー＆アート テラ Terra,〒182-0025 東京都調布市多摩川５丁目７-６ 第３コーポ渡辺 2階,0,,調布駅,1045.0,16,複数記事候補 | primary_area=調布
調布のレンタルダンススタジオおすすめ,エリア,A,11,Gloire Ballet Studio,〒182-0022 東京都調布市国領町４丁目9-４ 九曜国領駅前ビル 4F,0,,調布駅,1180.0,14,複数記事候補 | primary_area=調布
調布のレンタルダンススタジオおすすめ,エリア,A,12,Fali studio ファリ レンタルスペース,〒182-0012 東京都調布市深大寺東町６丁目28-２,0,,なし,,10,primary_area=調布
豊洲のレンタルダンススタジオおすすめ,エリア,A,1,Ballet & Dance DUE,〒136-0071 東京都江東区亀戸７丁目４３-５ 小林ビル,0,,亀戸水神駅,405.0,33,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,2,studio WILDKIDS 亀戸駅前校 SOLstudio,〒136-0071 東京都江東区亀戸６丁目５６-４ 1階店舗,0,,亀戸駅,370.0,33,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,3,StudioENTRADA森下,〒135-0004 東京都江東区森下３丁目８-７ カーム落合 1F,0,,森下駅,372.0,33,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,4,studio WILDKIDS 亀戸水神駅前校 CIERO studio,〒136-0071 東京都江東区亀戸８丁目１４-１１ 1階店舗,0,,亀戸水神駅,48.0,33,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,5,明治座森下スタジオ,〒135-0004 東京都江東区森下３丁目６-５,0,,森下駅,307.0,33,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,6,体幹・柔軟性強化&ポールダンス スタジオWeBA（ウィーバ）,〒136-0072 東京都江東区大島５丁目２７-１,0,,大島駅,413.0,31,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,7,レンタルスタジオ シンデレラドリーム,〒136-0076 東京都江東区南砂２丁目１-８ フッコウビル ４F,0,,東陽町駅,264.0,31,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,8,Starbox,〒135-0016 東京都江東区東陽３丁目２１-１３,0,,木場駅,410.0,31,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,9,SIM STUDIOお台場,〒135-0062 東京都江東区東雲２丁目１４-３５,0,,東雲駅,493.0,31,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,10,F1 STUDIO,〒136-0082 東京都江東区新木場１丁目３-１３,0,,新木場駅,259.0,31,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,11,SWITCH STAND ODAIBA,"〒135-0064 東京都江東区青海２丁目７-４, The Soho, 1F",0,,テレコムセンター駅,396.0,31,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,12,森下スタジオ,〒135-0004 東京都江東区森下３丁目５-６,0,,森下駅,269.0,29,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,13,HYPERMIX門前仲町,〒135-0048 東京都江東区門前仲町１丁目１３-１２,0,,門前仲町駅,160.0,27,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,14,青海R地区,〒135-0064 東京都江東区青海１丁目１ R地区,0,,青海駅,376.0,27,駅近500m以内 | 複数記事候補 | primary_area=豊洲
豊洲のレンタルダンススタジオおすすめ,エリア,A,15,#ERROR!,〒136-0075 東京都江東区新砂３丁目４-３１ ＳＵＮＡＭＯ4Ｆ 南砂町ショッピングセンタ,0,,南砂町駅,599.0,22,駅近1000m以内 | 複数記事候補 | primary_area=豊洲
赤羽のレンタルダンススタジオおすすめ,エリア,A,1,レンタルスタジオ池袋・駒込マイックル,〒114-0015 東京都北区中里２丁目１３-６,0,,駒込駅,334.0,33,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,2,ART GROOVE,〒114-0015 東京都北区中里２丁目５-８ レイハウス駒込 302,0,,駒込駅,306.0,33,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,3,スタジオアンダンティーノ,〒114-0014 東京都北区田端５丁目１-１２,0,,田端駅,152.0,33,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,4,Studio Face東十条店 ダンスも会議もできるレンタルスタジオ,〒114-0001 東京都北区東十条３丁目１４-１３ ジョイフルプラザ３ 3階,0,,東十条駅,370.0,31,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,5,SKYレンタルダンススタジオ,〒530-0028 大阪府大阪市北区万歳町３-４１ ホワイトコーポラス 104,0,,中崎町駅,210.0,31,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,6,レンタルスタジオ Studio One,〒114-0031 東京都北区十条仲原１丁目８-２６ 清水ビル,0,,十条駅,245.0,31,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,7,王子飛鳥山レンタルスタジオ,〒114-0023 東京都北区滝野川１丁目４-１１ 滝野川1-4-11塚本ビル1階 塚本ビル,0,,王子駅,267.0,31,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,8,SPROUT DANCE STUDIO 梅田店,〒530-0026 大阪府大阪市北区神山町１-１５ ＴＲＵＳＴ ＢＵＩＬＤＩＮＧ 1 階,0,,扇町駅,428.0,31,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,9,レンタルスタジオNSA 1号店,〒001-0014 北海道札幌市北区北１４条西１丁目２-５ 三晃ビル,0,,北１３条東駅,302.0,31,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,10,monoダンススタジオ西巣鴨（レンタルスタジオ）,〒114-0023 東京都北区滝野川１丁目９３-５ コスモ西巣鴨 103,0,,西巣鴨駅,212.0,31,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,11,Studio Face,〒114-0021 東京都北区岸町１丁目６-２０ 地下1階 レジェンド王子,0,,王子駅前駅,346.0,31,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,12,CREO王子駅前｜ダンススタジオ｜レンタルスペース,〒114-0002 東京都北区王子１丁目２-１ 倉長ビル 402号室,0,,王子駅前駅,97.0,31,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,13,シンフォニー,〒114-0001 東京都北区東十条２丁目４-１２ 金鈴ビル,0,,東十条駅,281.0,31,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,14,ダンススタジオ・ミカ,"2階, ５丁目-１-３ 麻生町 北区 札幌市 北海道 001-0045",0,,麻生駅,149.0,31,駅近500m以内 | 複数記事候補 | primary_area=赤羽
赤羽のレンタルダンススタジオおすすめ,エリア,A,15,スタジオククナ,〒114-0032 東京都北区中十条２丁目９-１５ 地下１階 瀬武興業第一ビル,0,,東十条駅,200.0,31,駅近500m以内 | 複数記事候補 | primary_area=赤羽
錦糸町のレンタルダンススタジオおすすめ,エリア,A,1,studio_MINT 錦糸町,〒130-0012 東京都墨田区太平３丁目１-４,1,https://dance-studio-lab.com/room/ZDgyZDBlYjYtZWM1YS00MGNhLWI3YjEtZjRmNTEzZmU5NjE4/detail,錦糸町駅,356.0,135,提携 | 駅近500m以内 | 複数記事候補 | primary_area=錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,2,SORAスタジオ3,〒131-0045 東京都墨田区押上１丁目２９-２ 3,0,,押上駅,468.0,33,駅近500m以内 | 複数記事候補 | primary_area=錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,3,押上ＳＯＲＡスタジオ4,〒131-0045 東京都墨田区押上１丁目２８-４ 桐生ビル 1Ｆ,0,,押上駅,451.0,33,駅近500m以内 | 複数記事候補 | primary_area=錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,4,押上SORAスタジオ2,〒131-0045 東京都墨田区押上１丁目２５-５ 西原ビル １階,0,,押上駅,389.0,33,駅近500m以内 | 複数記事候補 | primary_area=錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,5,押上とうきょうスカイツリーSORAスタジオ,〒131-0045 東京都墨田区押上１丁目１３-１０ ２ 階,0,,押上駅,339.0,33,駅近500m以内 | 複数記事候補 | primary_area=錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,6,studio WILDKIDS 亀戸水神駅前校 CIERO studio,〒136-0071 東京都江東区亀戸８丁目１４-１１ 1階店舗,0,,亀戸水神駅,48.0,33,駅近500m以内 | 複数記事候補 | tag/station:錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,7,StudioENTRADA森下,〒135-0004 東京都江東区森下３丁目８-７ カーム落合 1F,0,,森下駅,372.0,33,駅近500m以内 | 複数記事候補 | tag/station:錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,8,Ballet & Dance DUE,〒136-0071 東京都江東区亀戸７丁目４３-５ 小林ビル,0,,亀戸水神駅,405.0,33,駅近500m以内 | 複数記事候補 | tag/station:錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,9,ロゼッタスタジオ錦糸町,〒130-0013 東京都墨田区錦糸２丁目１３-１ 堀越第一ビル 5F,0,,錦糸町駅,317.0,33,駅近500m以内 | 複数記事候補 | primary_area=錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,10,studio WILDKIDS 亀戸駅前校 SOLstudio,〒136-0071 東京都江東区亀戸６丁目５６-４ 1階店舗,0,,亀戸駅,370.0,33,駅近500m以内 | 複数記事候補 | tag/station:錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,11,明治座森下スタジオ,〒135-0004 東京都江東区森下３丁目６-５,0,,森下駅,307.0,33,駅近500m以内 | 複数記事候補 | tag/station:錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,12,Studio ENTRADA森下ANNEX,〒130-0024 東京都墨田区菊川１丁目９-１４ ４F,0,,菊川駅,332.0,31,駅近500m以内 | 複数記事候補 | primary_area=錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,13,森下スタジオ,〒135-0004 東京都江東区森下３丁目５-６,0,,森下駅,269.0,29,駅近500m以内 | 複数記事候補 | tag/station:錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,14,RSC MASAMI STUDIO,〒130-0013 東京都墨田区錦糸３丁目１１-１ 興和2ビル 6F,0,,錦糸町駅,283.0,29,駅近500m以内 | 複数記事候補 | primary_area=錦糸町
錦糸町のレンタルダンススタジオおすすめ,エリア,A,15,ダンススペースオオヤ,〒130-0024 東京都墨田区菊川２丁目６-１４ マーベラスビル5F,0,,菊川駅,80.0,27,駅近500m以内 | 複数記事候補 | primary_area=錦糸町
国分寺のレンタルダンススタジオおすすめ,エリア,B,1,BUZZ レンタルスタジオ 西国分寺店,〒185-0024 東京都国分寺市泉町３丁目３７-２５ 天龍ビル B1,1,https://dance-studio-lab.com/room/ZDcyMzBmZWYtMzdiYS00YjY0LThmOGEtZDJjMzQxNTVlZDA2/detail,西国分寺駅,117.0,125,提携 | 駅近500m以内 | 複数記事候補 | primary_area=国分寺
国分寺のレンタルダンススタジオおすすめ,エリア,B,2,BUZZ レンタルスタジオ 国分寺店,〒185-0021 東京都国分寺市南町３丁目２７-７ 白馬ビル B1F,1,https://dance-studio-lab.com/room/ZjIzMWQ0ZjctM2ViOC00Yzg1LWExMzMtMGFkZDYwYzg1Mjhj/detail,国分寺駅,334.0,125,提携 | 駅近500m以内 | 複数記事候補 | primary_area=国分寺
国分寺のレンタルダンススタジオおすすめ,エリア,B,3,レンタルスタジオクラッセ国分寺,〒185-0021 東京都国分寺市南町３丁目１８-２ 川端ビル ４階A,0,,国分寺駅,179.0,23,駅近500m以内 | 複数記事候補 | primary_area=国分寺
国分寺のレンタルダンススタジオおすすめ,エリア,B,4,国分寺 プレイス レンタルスタジオ,〒185-0021 東京都国分寺市南町３丁目３-２０ ロイヤルプレイス南町 B1,0,,国分寺駅,404.0,23,駅近500m以内 | 複数記事候補 | primary_area=国分寺
