studio_name,url_type,url,status_code,status_label,final_url,redirected,error
【レンタルスタジオ】SPICY CANDY【ボディメイク】,Webサイト,https://www.instabase.jp/space/6730746951,200.0,OK,https://www.instabase.jp/space/6730746951,False,
BUZZ レンタルスタジオ新宿4丁目店,Webサイト,https://buzz-st.com/shinjuku3,404.0,NOT_FOUND,https://buzz-st.com/shinjuku3,False,
スタジオジパング 新宿スタジオSTANDARD,Webサイト,http://studiozipang.com/,200.0,OK,https://studiozipang.com/,True,
レンタルスタジオマイレッスン 新宿御苑前,Webサイト,https://www.my-lesson.jp/,200.0,OK,https://www.my-lesson.jp/,False,
レンタルスタジオ 301,Webサイト,https://shierushan.com/,,CONNECTION_ERROR,,False,"CONNECTION_ERROR: HTTPSConnectionPool(host='shierushan.com', port=443): Max retries exceeded with "
【福岡校】YKAダンススタジオ,Webサイト,https://yka-fukuoka.com/,200.0,OK,https://yka-fukuoka.com/,False,
ENCE Rental Studio 四谷三丁目【新宿エリアのレンタルスタジオ】,Webサイト,http://encerentalstudio.com/,200.0,OK,https://encerentalstudio.com/,True,
BUZZ レンタルスタジオ 代々木店,Webサイト,https://buzz-st.com/yoyogi/,404.0,NOT_FOUND,https://buzz-st.com/yoyogi,False,
?JDS 自由が丘のレンタルスタジオ,Webサイト,http://jiyugaokastudio.com/,200.0,OK,http://jiyugaokastudio.com/,False,
Studio.m 新宿レンタルスタジオ,Webサイト,https://studioaqua88.wixsite.com/my-site,200.0,OK,https://studioaqua88.wixsite.com/my-site,False,
A la neigeバレエ,Webサイト,https://www.alaneige.co.jp/,200.0,OK,https://www.alaneige.co.jp/,False,
A-KIDS DANCE STUDIO,Webサイト,http://www.akidsdancestudio.com/,200.0,OK,https://www.akidsdancestudio.com/,True,
A.K.バレエスタジオ,Webサイト,https://akballetstudio.amebaownd.com/,200.0,OK,https://akballetstudio.amebaownd.com/,False,
すむぞう 代々木スタジオ,Webサイト,https://studio.sumuzo.info/studio/yoyogi/,404.0,NOT_FOUND,https://studio.sumuzo.info/studio/yoyogi/,False,
DL Studio,Webサイト,http://www.instabase.jp/rooms/2630,200.0,OK,https://www.instabase.jp/owners/1503,True,
a.Music Studio,Webサイト,https://www.amusicstudio.info/,200.0,OK,https://www.amusicstudio.info/,False,
A.R.P studio,Webサイト,http://arpstudio.main.jp/,200.0,OK,https://arpstudio.main.jp/,True,
AAPA 日の出町団地スタジオ,Webサイト,https://aapa.jp/,200.0,OK,https://www.aapa.jp/,True,
studio SLASH,Webサイト,http://slash-jpn.com/studio/,200.0,OK,http://slash-jpn.com/studio/,False,
ABC明大前スタ,Webサイト,https://ameblo.jp/meidaimae2011/entry-12532735132.html,200.0,OK,https://ameblo.jp/meidaimae2011/entry-12532735132.html,False,
ACCA STUDIO,Webサイト,https://acca-studio.com/,200.0,OK,https://acca-studio.com/,False,
ACEスタジオ馬喰町日本橋,Webサイト,https://mestudio.tokyo/,200.0,OK,https://mestudio.tokyo/,False,
ACFit 赤坂見附スタジオ,Webサイト,https://acfit.accea.co.jp/akasakamitsuke/lava/,404.0,NOT_FOUND,https://acfit.accea.co.jp/akasakamitsuke/lava/,False,
AK BALLET SCHOOL浦安,Webサイト,https://www.ak-bs.com/,200.0,OK,https://www.ak-bs.com/,False,
ALOK DANCE DORAMA COMPANY,Webサイト,http://alokddc.wordpress.com/,200.0,OK,https://alokddc.com/,True,
alt studio (オルトスタジオ),Webサイト,https://upnow.jp/Altstudio/jimbocho,200.0,OK,https://upnow.jp/Altstudio,True,
Amiバレエアート,Webサイト,http://www.ami-ballet.com/,200.0,OK,http://www.ami-ballet.com/,False,
スタジオキャンパス 高田馬場店,Webサイト,https://st-campus.net/baba/,200.0,OK,https://st-campus.net/baba/,False,
Another ONE+ （銀座レンタルスペース）,Webサイト,https://aopg.jp/,200.0,OK,https://aopg.jp/,False,
スタジオジパング 新宿スタジオPRO,Webサイト,https://studiozipang.com/,200.0,OK,https://studiozipang.com/,False,
ART GROOVE,Webサイト,https://art-groove.com/net/,200.0,OK,https://art-groove.com/net/,False,
Asia Ballet Agency,Webサイト,https://www.asiaballet.net/,200.0,OK,https://www.asiaballet.net/,False,
ATHLETE Studio,Webサイト,https://www.athletestudio.org/,200.0,OK,https://www.athletestudio.org/,False,
AXISダンススクール,Webサイト,https://axis-dance-fukuoka.net/,200.0,OK,https://axis-dance-fukuoka.net/,False,
Aya Ballet School,Webサイト,https://www.aya-ballet-school.net/,200.0,OK,https://www.aya-ballet-school.net/,False,
b-line dance studio,Webサイト,http://www.sbline.jp/,200.0,OK,http://sbline.jp/,True,
原宿ダンススタジオ SHIN RENTAL STUDIO,Webサイト,https://harajuku-rentalstudio.com/,200.0,OK,https://harajuku-rentalstudio.com/,False,
Ballet & Dance DUE,Webサイト,https://ballet-dance-uno.com/,200.0,OK,https://ballet-dance-uno.com/,False,
"マイレッスン 新宿A,Bスタジオ",Webサイト,http://www.my-lesson.jp/,200.0,OK,http://www.my-lesson.jp/,False,
Ballet Studio M'z,Webサイト,https://balletstudio-mz.com/,200.0,OK,https://balletstudio-mz.com/,False,
渋谷店 レンタルダンススタジオ ＲＯＯＴＳ,Webサイト,http://dancestudioroots.com/shibuya1/,404.0,NOT_FOUND,http://www.dancestudioroots.com/shibuya1/,True,
Be Rise Dance Studio,Webサイト,https://br-dance.com/,,SSL_ERROR,,False,"SSL_ERROR: HTTPSConnectionPool(host='br-dance.com', port=443): Max retries exceeded with ur"
Beat Box Dance Studio,Webサイト,http://www.beatbox-jp.com/,200.0,OK,http://www.beatbox-jp.com/,False,
中野 レンタルスタジオ オドリバ,Webサイト,https://nakano-odoriba.com/,200.0,OK,https://nakano-odoriba.com/,False,
ナ・ホク・オ・カヘアラニ フラ＆タヒチアン,Webサイト,https://nahokuokahealanijp.com/,200.0,OK,https://nahokuokahealanijp.com/,False,
BillionDance,Webサイト,https://sites.google.com/view/billiondance/,200.0,OK,https://sites.google.com/view/billiondance/,False,
石原ダンスクラブ コモレ四谷店,Webサイト,http://ishiharadance.jp/,200.0,OK,http://ishiharadance.jp/,False,
BLM Dance School,Webサイト,http://www.blm-music.com/,200.0,OK,https://blm-music.com/,True,
BLOOMIN'新丸子店,Webサイト,http://studio-bloomin.com/,200.0,OK,http://studio-bloomin.com/,False,
SHOJIN Show-Base Tokyo,Webサイト,https://shojin-enter-labo.work/,200.0,OK,https://shojin-enter-labo.work/,False,
BOX Performers Academy 池袋校,Webサイト,http://www.boxacademy.jp/,200.0,OK,https://www.boxacademy.jp/,True,
Brilliant Me Dance Studio 鹿浜校,Webサイト,http://brilliant-me.com/,200.0,OK,http://brilliant-me.com/,False,
ARTIST DANCE STUDIO,Webサイト,https://artist-dance.jp/,200.0,OK,https://artist-dance.jp/,False,
BRONX RENTAL STUDIO,Webサイト,http://thebronx-dancestudio.com/,200.0,OK,https://thebronx-dancestudio.com/,True,
BT Dance Studio,Webサイト,http://www.btstudio.jp/,200.0,OK,https://btstudio.jp/,True,
BUZZ SHIBUYA店,Webサイト,http://buzz-st.com/shibuya/,404.0,NOT_FOUND,https://buzz-st.com/shibuya,True,
BUZZ レンタルスタジオ 池袋本店,Webサイト,https://buzz-st.com/ikebukuro4/,404.0,NOT_FOUND,https://buzz-st.com/ikebukuro4,False,
C Production Dance Studio,Webサイト,https://www.c-production-dancestudio.com/,200.0,OK,https://www.c-production-dancestudio.com/,False,
Cadena Flamenca,Webサイト,https://cadenaflamenca.jp/,200.0,OK,https://cadenaflamenca.jp/,False,
BUZZ レンタルスタジオ 高田馬場店,Webサイト,https://buzz-st.com/takadanobaba/,404.0,NOT_FOUND,https://buzz-st.com/takadanobaba,False,
BUZZ 池袋西口タワー,Webサイト,http://buzz-st.com/ikebukuro3/,404.0,NOT_FOUND,https://buzz-st.com/ikebukuro3,True,
CAMURO DANCE STUDIO,Webサイト,http://camuro.jp/,200.0,OK,https://camuro.jp/,True,
CARDIO BARRE JIYUGAOKA (カーディオ・バー 自由が丘店),Webサイト,https://cardio-barre.jp/lp/03/?utm_source=facebook&utm_medium=cpc&fbclid=IwAR3Kheu4QwOEsq_Vf6-cZeTgzJ1VLZ2eB-BkHUf42kUJQKr9BH3OyQwSaSg,200.0,OK,https://cardio-barre.jp/lp/03/?utm_source=facebook&utm_medium=cpc&fbclid=IwAR3Kheu4QwOEsq_Vf6-cZeTgzJ1VLZ2eB-BkHUf42kUJQKr9BH3OyQwSaSg,False,
Caribbean explosion,Webサイト,http://www.caribbeanexplosion.com/,200.0,OK,https://www.caribbeanexplosion.com/,True,
Casa Mia Studio カザミアスタジオ ダンス,Webサイト,http://casamiastudio.jp/,200.0,OK,https://casamiastudio.jp/,True,
BUZZ レンタルスタジオ池袋東口BASE,Webサイト,https://buzz-st.com/ikebukuro5/,404.0,NOT_FOUND,https://buzz-st.com/ikebukuro5,False,
BUZZ レンタルスタジオ 渋谷東口SQUARE店,Webサイト,https://buzz-st.com/shibuya3/,404.0,NOT_FOUND,https://buzz-st.com/shibuya3,False,
ダンスルームAA,Webサイト,https://danceroomaa.com/,200.0,OK,https://danceroomaa.com/,False,
Clover 26,Webサイト,https://www.clover26.com/,200.0,OK,https://clover26.com/,True,
"in the house / Shibuya ""Gallery""",Webサイト,https://inthehouse.tokyo/,200.0,OK,https://inthehouse.tokyo/,False,
CurioSpace多摩センター,Webサイト,https://upnow.jp/curiospace/tamacenterstudio,200.0,OK,https://upnow.jp/curiospace/tamacenterstudio,False,
BUZZ レンタルスタジオ 渋谷PARK店,Webサイト,https://buzz-st.com/shibuya2/,404.0,NOT_FOUND,https://buzz-st.com/shibuya2,False,
Cuuby dance school,Webサイト,https://www.cuuby-dance-school.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1742420427663732624,,CONNECTION_ERROR,,False,"CONNECTION_ERROR: HTTPSConnectionPool(host='www.cuuby-dance-school.com', port=443): Max retries ex"
『bco』 Private lesson/salon,Webサイト,http://bobbyconditioning.com/,200.0,OK,https://www.bobbyconditioning.com/,True,
ダンススタジオ・レンタルスタジオ_DANCE SPACE 365,Webサイト,https://www.dancespace365.com/,200.0,OK,https://dancespace365.com/,True,
"in the house / Hatagaya ""Shack""",Webサイト,https://inthehouse.tokyo/hatagaya/,200.0,OK,https://inthehouse.tokyo/studio/hatagaya/,True,
Dance Studio Linda 中目黒,Webサイト,https://www.dancestudio-linda.com/,,SSL_ERROR,,False,"SSL_ERROR: HTTPSConnectionPool(host='www.dancestudio-linda.com', port=443): Max retries exc"
D'CRE8 Dance Shtajio (ディークリエイトダンスシタジオ),Webサイト,https://dcre8.com/,200.0,OK,https://dcre8.com/,False,
中目黒店 レンタルダンススタジオROOTS,Webサイト,https://dancestudioroots.com/nakameguro/,200.0,OK,https://www.dancestudioroots.com/nakameguro/,True,
青海R地区,Webサイト,https://www.tokyo-odaiba.net/parkevent/space/place.html,200.0,OK,https://www.tokyo-odaiba.net/parkevent/space/place.html,False,
Dance School & Studio Upbeat,Webサイト,https://danceschool-upbeat.com/,200.0,OK,https://danceschool-upbeat.com/,False,
DANCE STUDIO A??,Webサイト,https://studio-a-heart.com/,200.0,OK,https://studio-a-heart.com/,False,
DANCE STUDIO BAUM,Webサイト,https://www.studio-baum.net/,200.0,OK,https://www.studio-baum.net/,False,
Dance Studio Broomstick,Webサイト,https://studio-broomstick.jp/,200.0,OK,https://studio-broomstick.jp/,False,
DANCE STUDIO Fossette -フォセット -,Webサイト,https://fossette-dance.wixsite.com/home,200.0,OK,https://fossette-dance.wixsite.com/home,False,
dance studio GROOVY ダンス＆ヨガ,Webサイト,http://www.groovy2005.com/,200.0,OK,http://groovy2005.com/,True,
駒澤大学店 レンタルダンススタジオ ＲＯＯＴＳ,Webサイト,http://dancestudioroots.com/komazawadaigaku/,200.0,OK,http://www.dancestudioroots.com/komazawadaigaku/,True,
子ども向け体操教室LUNA STUDIO 駒場東大前校,Webサイト,https://lunastudio.jp/,200.0,OK,https://lunastudio.jp/,False,
DANCE STUDIO KOTOHA,Webサイト,https://www.dancestudiokotoha.jp/,200.0,OK,https://www.dancestudiokotoha.jp/,False,
DＡNCE Studio LEON 多目的スタジオ レオン,Webサイト,http://lilly-company.com/,200.0,OK,http://lilly-company.com/,False,
レンタルスタジオ・ラカーサミア（カガダンサーズサポート）,Webサイト,https://kds-sendai.com/,200.0,OK,https://kds-sendai.com/,False,
DANCE STUDIO NEO,Webサイト,http://www.dance-neo.com/,200.0,OK,http://www.dance-neo.com/,False,
DANCE WORKS,Webサイト,https://danceworks.jp/,200.0,OK,https://danceworks.jp/,False,
池ノ上道場 / 池ノ上スタジオ Ikenoue-dojo/Ikenoue studio,Webサイト,https://ikenouedojo.com/,200.0,OK,https://ikenouedojo.com/,False,
Dance zone RESPECT,Webサイト,https://hamamatsu.mypl.net/shop/00000362882/,404.0,NOT_FOUND,https://hamamatsu.mypl.net/shop/00000362882/,False,
DANCE&RENTAL STUDIO ONEWAY,Webサイト,http://www.studio-oneway.nagoya/,200.0,OK,https://www.studio-oneway.nagoya/,True,
ＤＡＮＣＥＳＴＵＤＩＯ・ＢＩＮＧＯ,Webサイト,https://dancestudio-bingo.com/,200.0,OK,https://dancestudio-bingo.com/,False,
Dancing Appaloosa ダンシング アパルーサ,Webサイト,http://www.dancingappaloosa.com/,200.0,OK,http://www.dancingappaloosa.com/,False,
蒲田・矢口渡レンタルスタジオ momobana,Webサイト,https://momobana-yaguchi.com/,,CONNECTION_ERROR,,False,"CONNECTION_ERROR: HTTPSConnectionPool(host='momobana-yaguchi.com', port=443): Max retries exceeded"
DAYS赤坂見附,Webサイト,https://days-akasaka.tokyo/,200.0,OK,https://days-akasaka.tokyo/,False,
レンタルスタジオ N.studio,Webサイト,https://www.arabesque-n.com/n-studio/,403.0,BLOCKED,https://www.arabesque-n.com/n-studio/,False,
DCNスタジオ,Webサイト,https://www.rental-studio.tokyo/,200.0,OK,https://www.rental-studio.tokyo/,False,
DECO MUSIC SCHOOL ボイストレーニング、ボーカルレッスン 立川校,Webサイト,https://deco-music.jp/,200.0,OK,https://deco-music.jp/,False,
子ども向けダンス教室LUNA DANCE 長原駅前校,Webサイト,https://lunastudio.jp/lunadance,200.0,OK,https://latdance.com/,True,
dスタ（レンタルスタジオ）,Webサイト,https://dstudio-dbs.com/,200.0,OK,https://dstudio-dbs.com/,False,
Studio Green 蒲田／スタジオグリーン蒲田／【蒲田駅東口5分】鏡約7mの綺麗で広いスタジオでダンス・ポージング・ヨガ・ピラティス・演劇・撮影などにおすすめ☆,Webサイト,https://spacemarket.com/p/sp/vhe_mxiht4r4zpvt,200.0,OK,https://www.spacemarket.com/spaces/vhe_mxiht4r4zpvt/?promotion_link=true,True,
EMI HULA STUDIO,Webサイト,https://edogawa.mypl.net/shop/00000364787/,200.0,OK,https://edogawa.mypl.net/shop/00000364787/,False,
emotionS Dance Studio,Webサイト,http://dance-studio-emotions.com/,200.0,OK,https://dance-studio-emotions.com/,True,
ENERGY DANCE STUDIO,Webサイト,http://energy-dance.net/,200.0,OK,https://energy-dance.net/,True,
ヨガ&ピラティス｜くろねこスタジオ大森｜レンタルスタジオ,Webサイト,https://www.spacemarket.com/spaces/lekmbl-dcsse1bqa/,200.0,OK,https://www.spacemarket.com/spaces/lekmbl-dcsse1bqa/,False,
Estudio ILIA FLAMENCA,Webサイト,https://www.ilia-f.com/,403.0,BLOCKED,https://www.ilia-f.com/,False,
ETCダンススクール 金町校,Webサイト,https://www.e-t-c.net/kanamachi/,200.0,OK,https://www.e-t-c.net/kanamachi/,False,
ETCダンススクール 町田校,Webサイト,https://www.e-t-c.net/machida/,200.0,OK,https://www.e-t-c.net/machida/,False,
ETCダンススクール池袋校,Webサイト,https://www.e-t-c.net/ikebukuro/,200.0,OK,https://www.e-t-c.net/ikebukuro/,False,
ETERNAL DANCE STUDIO,Webサイト,http://eternal-st.com/,200.0,OK,https://eternal-st.com/,True,
EXスタジオ麹町,Webサイト,https://exstudio.pro/,,SSL_ERROR,,False,"SSL_ERROR: HTTPSConnectionPool(host='exstudio.pro', port=443): Max retries exceeded with ur"
EyeCandyポールダンス秋葉原スタジオ,Webサイト,http://www.eyecandypole.com/,200.0,OK,https://eyecandypole.com/,True,
F1 STUDIO,Webサイト,https://handoff-all.jp/,200.0,OK,https://handoff-all.jp/,False,
FACTORYカレッタスタジオ,Webサイト,https://www.cube-factory.jp/caretta/,,SSL_ERROR,,False,"SSL_ERROR: HTTPSConnectionPool(host='www.cube-factory.jp', port=443): Max retries exceeded "
Fairy Ballet Studio,Webサイト,https://www.fairy-ballet.net/,200.0,OK,https://www.fairy-ballet.net/,False,
FANTASY DANCE SCHOOL 八王子店,Webサイト,https://www.dance-hachioji.com/,404.0,NOT_FOUND,https://www.dance-hachioji.com/,False,
TONIC DANCE STUDIO 吉祥寺,Webサイト,https://www.tonicdancestudio.com/,200.0,OK,https://www.tonicdancestudio.com/,False,
LIMITED Creaation. dance studio,Webサイト,https://limited-studio.com/,200.0,OK,https://limited-studio.com/,False,
レンタルスタジオ吉祥寺OLI（オリ）,Webサイト,https://www.rentalstudio-oli.com/,200.0,OK,https://www.rentalstudio-oli.com/,False,
ノアスタジオ 吉祥寺店,Webサイト,https://www.noahstudio.jp/shop/kichijoji/,200.0,OK,https://www.noahstudio.jp/shop/kichijoji/,False,
Fine Studio,Webサイト,http://www.go2fine.com/,200.0,OK,https://go2fine.com/,True,
吉祥寺 レンタルスタジオ さんだる倶楽部,Webサイト,https://www.3daru.com/,200.0,OK,https://www.3daru.com/,False,
FIVE O DANCE STUDIO 狛江（ファイブオーダンススタジオ）,Webサイト,https://fiveodancestudio.jp/,200.0,OK,https://fiveodancestudio.jp/,False,
FIVE O DANCE STUDIO 二子玉川,Webサイト,https://fiveoentinc.com/,200.0,OK,https://fiveodancestudio.jp,True,
FLAG POINT,Webサイト,http://www.flag-point.com/,200.0,OK,https://www.flag-point.com/,True,
FREEDA LIFESTYLE＋,Webサイト,http://www.freeda.jp/,200.0,OK,http://www.freeda.jp/,False,
Funky Gang Dance Studio,Webサイト,https://www.funky-gang.com/,200.0,OK,https://www.funky-gang.com/,False,
FunnyTips（ファニーティップス）,Webサイト,http://infofunnytips.wix.com/funnytips,404.0,NOT_FOUND,https://infofunnytips.wix.com:443/funnytips,True,
バレエ・ダンススタジオ Lino,Webサイト,https://lino.releve.fun/,200.0,OK,https://lino.releve.fun/,False,
レンタルスタジオ西荻リノ,Webサイト,https://nishiogi-lino.linovery.com/,200.0,OK,https://nishiogi-lino.linovery.com/,False,
スタジオLINOVA（リノ・バ）,Webサイト,https://www.linova.jp/,,SSL_ERROR,,False,"SSL_ERROR: HTTPSConnectionPool(host='www.linova.jp', port=443): Max retries exceeded with u"
Gloire Ballet Studio,Webサイト,https://gloire-ballet-studio.com/,200.0,OK,https://gloire-ballet-studio.com/,False,
ＧＯＣＯＯスタジオ,Webサイト,http://stunt-japan.com/,200.0,OK,https://www.stunt-japan.com/,True,
STYLEY チアダンス・新体操・アクロバットスクール 板橋本蓮沼校,Webサイト,https://styley-f.com/,200.0,OK,https://styley-f.com/,False,
スタジオジパング 久我山スタジオSTANDARD,Webサイト,https://studiozipang.com/kugayama-standard/,200.0,OK,https://studiozipang.com/kugayama-standard/,False,
三鷹RI劇場(旧名三鷹RIスタジオ),Webサイト,http://seigetsu-entertainment.com/ristudio/,200.0,OK,http://www.seigetsu-entertainment.com/ristudio/,True,
三鷹レンタルスタジオRin,Webサイト,https://dance-studio-rin.com/,200.0,OK,https://dance-studio-rin.com/,False,
Fali studio ファリ レンタルスペース,Webサイト,https://upnow.jp/jindaijispace,200.0,OK,https://upnow.jp/jindaijispace,False,
Gravisダンススクール 株式会社Gravis,Webサイト,https://gravis-dance.co.jp/,200.0,OK,https://gravis-dance.co.jp/,False,
grow dance studio,Webサイト,http://www.grow-dancestudio.com/,200.0,OK,https://grow-dancestudio.com/,True,
H?lau Hula Coco,Webサイト,http://www.hula-coco.jp/,200.0,OK,https://www.hula-coco.jp/,True,
HARA Studio,Webサイト,https://harastudio.wixsite.com/website,200.0,OK,https://harastudio.wixsite.com/website,False,
レンタルスタジオ、ダンススタジオ アレイティ,Webサイト,https://studio-areiti.amebaownd.com/,200.0,OK,https://studio-areiti.amebaownd.com/,False,
Hidemi Dancing Vida,Webサイト,https://www.yh-dancev.com/,200.0,OK,https://www.yh-dancev.com/,False,
HIRAYAMA studio立石,Webサイト,https://hirayamastudio.com/tateishi.html,200.0,OK,https://hirayamastudio.com/tateishi.html,False,
HMVP大手町スタジオ,Webサイト,http://hmvp.net/,200.0,OK,https://hmvp.net/,True,
HOSHINOダンシングアカデミー,Webサイト,https://dancing-academy.com/,200.0,OK,https://dancing-academy.com/,False,
HuE スタジオ,Webサイト,https://huestudioo.com/,,CONNECTION_ERROR,,False,"CONNECTION_ERROR: HTTPSConnectionPool(host='huestudioo.com', port=443): Max retries exceeded with "
Hula Studio Huali,Webサイト,http://huali.venus.bindcloud.jp/,200.0,OK,http://huali.venus.bindcloud.jp/,False,
HYPERMIX門前仲町,Webサイト,https://hypermix.jp/,200.0,OK,https://hypermix.jp/,False,
I.G.Oスタジオ,Webサイト,http://igomusic.jp/,200.0,OK,https://igomusic.jp/,True,
ICHIBANGAI Dance Studio,Webサイト,http://www.studio1b.jp/,200.0,OK,http://www.studio1b.jp/,False,
"in the house / Nishiwaseda ""Street Dance Park""",Webサイト,http://inthehouse.tokyo/,200.0,OK,http://inthehouse.tokyo/,False,
ダンススクエア 葛西スタジオ,Webサイト,http://d-s-u-s.com/,200.0,OK,http://d-s-u-s.com/,False,
Infinity Gym チアダンス・チアリーディング,Webサイト,https://infinitygymsetagaya.com/,200.0,OK,https://infinitygymsetagaya.com/,False,
Irodori麻布十番,Webサイト,https://spaceirodori.com/,200.0,OK,https://spaceirodori.com/,False,
IS DANCE STUDIO,Webサイト,https://is-dance.net/,200.0,OK,https://is-dance.net/,False,
中村隆彦ダンススタジオ浅草千束,Webサイト,http://senzok.ntdance.site/,200.0,OK,https://senzok.ntdance.site,True,
J.K.キューブ101スタジオエチュード,Webサイト,https://www.studioasp.com/mdata/detail.aspx?i=13031,200.0,OK,https://www.studioasp.com/web/detail/13031,True,
J's,Webサイト,http://www.js-dance-studio.com/,200.0,OK,https://www.js-dance-studio.com/,True,
J’Z STUDIO 千歳烏山店,Webサイト,http://www.jz-studio.jp/,403.0,BLOCKED,http://www.jz-studio.jp/,False,
ミライスタジオ上野,Webサイト,https://studio-mirai55.com/,200.0,OK,https://studio-mirai55.com/,False,
ハセガワ　ダンスアカデミー,Webサイト,https://hasegawadance.com/,200.0,OK,https://hasegawadance.com/,False,
Jelly Jam Music&Dance Studio 府中,Webサイト,https://jellyjamstudio.com/,200.0,OK,https://jellyjamstudio.com/,False,
トゥモローダンスクラブ｜蔵前教室,Webサイト,http://tdc.ballroom.jp/,404.0,NOT_FOUND,http://tdc.ballroom.jp/,False,
JK Studio 赤羽橋,Webサイト,https://www.instabase.jp/space/8187721432,200.0,OK,https://www.instabase.jp/space/8187721432,False,
JOINT STUDO Harajuku,Webサイト,https://joint-harajuku.com/b1-studio/,404.0,NOT_FOUND,https://joint-harajuku.com/b1-studio/,False,
JOYFIT24 石川台,Webサイト,http://joyfit.jp/ishikawadai/?utm_source=google&utm_medium=maps&utm_campaign=gmb,200.0,OK,https://joyfit.jp/ishikawadai/?utm_source=google&utm_medium=maps&utm_campaign=gmb,True,
ＪＰスタジオ,Webサイト,http://jp-studio.net/,200.0,OK,http://jp-studio.net/,False,
K DANCE STUDIO 1024,Webサイト,https://k-dancestudio1024.com/,200.0,OK,https://k-dancestudio1024.com/,False,
アナログスタジオ,Webサイト,https://www.analog-st.com/,200.0,OK,https://www.analog-st.com/,False,
K-Dance Style【ケイ-ダンス スタイル】,Webサイト,https://k-dance-style.com/,200.0,OK,https://k-dance-style.com/,False,
K-POP、HIPHOPキッズダンススクール｜クレドダンススタジオ,Webサイト,https://cred-dance-studio.jp/,200.0,OK,https://cred-dance-studio.jp/,False,
K-Studio dance & music,Webサイト,https://k-studio-tokyo.com/,200.0,OK,https://k-studio-tokyo.com/,False,
K'sLinkStudio御徒町,Webサイト,https://kslink.jp/?page_id=1557,200.0,OK,https://kslink.jp/?page_id=1557,False,
K2studio,Webサイト,http://www.k2-studio.info/K2studio/,200.0,OK,http://www.k2-studio.info/K2studio/,False,
Ka Hula O Hawai?i,Webサイト,https://kahulaohawaii.com/,200.0,OK,https://kahulaohawaii.com/,False,
KAI Ballet Academy,Webサイト,https://kai-ballet-academy.amebaownd.com/,200.0,OK,https://kai-ballet-academy.amebaownd.com/,False,
KAJIWARA BALLET WORKS,Webサイト,https://www.kajiwara-ballet.com/,200.0,OK,https://www.kajiwara-ballet.com/,False,
KaQiLa～カキラ～スタジオ／株式会社キッズ・カンパニー,Webサイト,http://www.kaqila.com/,200.0,OK,https://www.kaqila.com/,True,
KBAバレエスタジオ御茶ノ水,Webサイト,https://ballet-kba.com/,200.0,OK,https://ballet-kba.com/,False,
スタジオ アーキタンツ architanz,Webサイト,http://a-tanz.com/,200.0,OK,https://a-tanz.com/,True,
KM Dance Arts,Webサイト,https://www.kmdancearts-ichigaya.com/,200.0,OK,https://www.kmdancearts-ichigaya.com/,False,
江戸川区キッズアクション,Webサイト,https://kidsactiontheater.com/,200.0,OK,https://www.kidsactiontheater.com/,True,
kokokara,Webサイト,https://www.tokyo-ballet.co.jp/,200.0,OK,https://www.tokyo-ballet.co.jp/,False,
ＫＳＣダンススタジオ,Webサイト,http://www.ksc-dance.com/,200.0,OK,http://www.ksc-dance.com/,False,
ＫＴスタジオ,Webサイト,http://ktdancestudio.blog.fc2.com/blog-entry-1.html?sp,200.0,OK,http://ktdancestudio.blog.fc2.com/blog-entry-1.html?sp,False,
