room_id,room_name,room_studio_id,room_square_meters,room_bamiri,room_shoot_flg,room_floor_color,room_wall_color,room_floor_quality,room_mirror,room_smartphone_holder_flg,room_free_smartphone_tripod_flg,room_free_camera_tripod_flg,room_created_at,room_updated_at,room_uuid,room_ceiling,room_free_lighting_flg,room_paid_lighting_flg,room_free_wifi_flg,room_speaker_bluetooth_flg,room_speaker_wired_flg,room_bamiri_flg,room_air_conditioner_flg,room_power_outlet_flg,room_dressing_room_flg,room_toilet_flg,room_ballet_bar_flg,room_vending_machine_flg,room_chair_flg,room_slipper_flg,room_extension_cord_flg,room_yoga_mat_flg,room_window_flg,room_tv_flg,room_projection_monitor_flg,room_clothes_rack_flg,room_main_images,room_floor_plan_images,room_sub_images,room_published_at,room_subject_reserve,room_message_reserve,room_introduction,room_google_calendar_id,room_image_360_degree_url,room_reservation_deadline_time,room_reservable_period_month,room_cleaning_time,room_paid_smartphone_tripod_flg,room_paid_camera_tripod_flg,studio_id,studio_name,studio_address,studio_message_reserve,studio_created_at,studio_updated_at,studio_owner_id,studio_uuid,studio_reserve_type,studio_url,studio_phone_number,studio_published_at,studio_subject_reserve,studio_catchphrase,studio_available_on_site,studio_mon_start_time,studio_mon_end_time,studio_mon_hol_flg,studio_tue_start_time,studio_tue_end_time,studio_tue_hol_flg,studio_wed_start_time,studio_wed_end_time,studio_wed_hol_flg,studio_thu_start_time,studio_thu_end_time,studio_thu_hol_flg,studio_fri_start_time,studio_fri_end_time,studio_fri_hol_flg,studio_sat_start_time,studio_sat_end_time,studio_sat_hol_flg,studio_sun_start_time,studio_sun_end_time,studio_sun_hol_flg,studio_partner_flg,studio_csv_id,dslurl
"20","Bst","30","18","3","t","2","2","1","1","f","t","f","2025-01-29 19:51:28.212737","2026-03-02 19:48:33.849966","1678f550-371a-43e2-b698-485b793328bb",,"f","f","t","t","t","f","t","t","f","t","f","f","t","f","f","f","f","f","f","f","[""18923ae58db2d245c97abf6afbda0bf9.jpg""]","[""ecd4cdee78d7899c4724efd33bd1ff10.jpg""]","[""27a2ddb0dec61e1cc0afbc16fda08a6f.jpg"",""b7735fda5e89a5a97fa6bd60bfd8e5ca.jpg"",""b576d7dc5ad2dcdc159627f1858ed78e.jpg"",""15ad90aa52a0bb40a780c83d69e107d5.jpg""]","2026-03-02 19:48:33.76894",,,"【完全防音】使いやすい小型スタジオ！","218","https://view.ricoh360.com/4e4cf3e2-2162-40ce-829c-ffa6ca1e5381","0","2","0","f","f","30","BUZZ赤坂見附","東京都港区赤坂3-21-14TS 共和六番館地下1階","ご予約ありがとうございました。

＝＝＝＝＝＝＝＝＝
スタジオ内Wi-Fii
ID：BUZZ_akasakamituke_1
PASS：buzz88888
＝＝＝＝＝＝＝＝＝

※トイレご利用の際※
入り口にテンキ－入力が必要となっております。
【C150A】
上記番号をメモの上、ご利用ください。

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

※スタジオご利用に関するお願い※
入退室の時間は厳守いただきますようお願いいたします。
ゴミの持ち帰りと簡単な清掃を行ってください。
スタジオ内は土足厳禁です。
また、隣のスタジオに音が響きますのでオーディオをご利用の際には音量を上げすぎないようご注意ください。

ご予約前に、当店利用規約をご熟読いただきますようお願いいたします。
利用規約に同意いただけない方の入室はお断りさせていただいております。

皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。","2025-01-29 18:54:11.579792","2025-12-25 00:42:28.601952","16","8978bca2-673b-4f89-b997-949511106072","1",,"","2025-11-01 10:14:59.687457","予約完了のお知らせ","【最大60㎡】大小様々な用途に合わせた2部屋！","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/MTY3OGY1NTAtMzcxYS00M2UyLWI2OTgtNDg1Yjc5MzMyOGJi/detail"
"21","Bst","31","17.5","2.5","f","2","0","1","1","f","t","f","2025-01-30 13:12:29.388119","2026-03-02 18:38:05.228049","f231d4f7-3eb8-4c85-a133-0add60c8528c",,"f","f","t","f","t","f","t","t","f","t","f","f","t","f","f","f","f","f","f","f","[""57207bddc17d55596d36e3a94dfbcab2(2).jpg""]","[""cf26b52792f1048c9b0db2789f8fcd95(2).jpg""]","[""1c55c3fe7cb1855752622b41822ea817(2).jpg""]","2026-03-02 18:38:05.161063",,,"【防音】防音スタジオのため、ダンスだけではなく打ち合わせや楽器演奏にもご利用いただけます","108","https://view.ricoh360.com/aba2f593-3fc4-4201-b1f9-35b94f97045b","0","2","0","f","f","31","BUZZ国分寺","東京都国分寺市南町3-27-7白馬ビル B1F","ご予約ありがとうございます。


※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。","2025-01-29 19:06:46.430231","2025-12-25 00:42:28.558423","16","8c16c06e-1cf0-44ff-8d61-cbbbda5d5134","1",,"","2025-11-01 10:15:24.35653","予約完了のお知らせ","【防音部屋有】駅から徒歩3分の格安レンタルスタジオ！","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/ZjIzMWQ0ZjctM2ViOC00Yzg1LWExMzMtMGFkZDYwYzg1Mjhj/detail"
"22","Sst","32","90.3","5.5","t","2","1","0","1","t","t","f","2025-01-30 13:18:16.818817","2026-03-02 19:23:22.593114","f0b7c701-e33a-4dfd-87a9-b5727c49769b",,"t","f","t","f","t","f","t","f","f","t","f","f","t","f","f","f","f","f","f","f","[""6a0ce728c7cd8894fa541ba3a8179c02.jpg""]","[""0ea7c36095ef3ad34aee79ae2c14efdd.jpg""]","[""9985eedd24b4baa867ef272c6d414c76.jpg"",""4fe5c798c062f95851614b0a272e444a.jpg"",""abaed9e993161f894d3e6f1bd1a35be4.jpg"",""20ff8a9ec60a3e0fa43e8c781f6ea119.jpg"",""ac21f568dc1aceb8f18eb600813a0aa7.jpg"",""b7165cc286bb71b1439991148788c0c5.jpg"",""2e6303fcb71ad2a749c4800e8a8ca2e5.jpg"",""1d226187360465b8f6178577a8ac59cf.jpg"",""2e5575854a0dc014976761198a109c21.jpg"",""ec84611c38ad163744c5ca5746215a60.jpg"",""e7d8f43c331fcf7024f3779517a520a3.jpg"",""cf55c090cf9b1638ff0fbe8d7b1e4645.jpg"",""f9114507c202352437200df5f14e46f3.jpg""]","2026-03-02 19:23:22.506842",,,"都内最大90㎡】LED完備・リノリウム・高音質スピーカー・鏡面約10m！！","132","https://view.ricoh360.com/f5f8311a-a36a-402d-8783-75d774068a9f?type=compact","0","2","0","f","f","32","BUZZ池袋西口PARK","東京都豊島区西池袋3-30-10ライオンビルB1","ご予約ありがとうございました。

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

建物右手の階段より地下一階へ降りてご入店ください。
※エレベーターでは地下へ降りられません。

＝＝＝＝＝＝＝＝＝
スタジオ内Wi-Fii
BUZZ_IKIEBUKUROPARK
PASS:buzz88888
＝＝＝＝＝＝＝＝＝
","2025-01-29 19:11:19.080883","2025-12-25 00:42:28.60762","16","9e407dcc-4bdd-4988-b119-bd13dd16bd9d","1",,"","2025-11-01 10:15:49.811221","予約完了のお知らせ","【最大90㎡】大小様々な用途に合わせた5部屋！","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/ZjBiN2M3MDEtZTMzYS00ZGZkLTg3YTktYjU3MjdjNDk3Njli/detail"
"23","Cst","33","17.5","2.5","f","2","2","1","1","f","t","f","2025-01-30 13:33:57.625984","2026-03-02 19:36:13.180218","82dd19c4-19ae-463e-bee4-407557149489",,"f","f","t","f","t","f","t","t","f","f","f","f","t","f","f","f","f","f","f","t","[""42ef36aab9e02a550602c733ce9260f9.jpg""]","[""85c90b14fbbaa982480cfc57c282ed9a.jpg""]","[""463a19281a4d487f49c4a0a7d88b36dc.jpg"",""2985dd431a36cde6eb11916f5e089fca.jpg""]","2026-03-02 19:36:13.125033",,,"少人数でのレッスンや練習に！","117","https://view.ricoh360.com/90838117-f320-4f94-9cb1-6cce4acbdd4c?type=compact","0","2","0","f","f","33","BUZZ神田","東京都千代田区内神田2-9-9神田西口ビルB1F","ご予約ありがとうございました。

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

※スタジオご利用に関するお願い※
入退室の時間は厳守いただきますようお願いいたします。
お店前や近隣でのたむろ行為は固くお断りいたします。

ゴミの持ち帰りと簡単な清掃を行ってください。
スタジオ内は土足厳禁です。
オーディオをご利用の際には音量を上げすぎないようご注意ください。

ご予約前に、当店利用規約をご熟読いただきますようお願いいたします。
利用規約に同意いただけない方の入室はお断りさせていただいております。

皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。","2025-01-29 19:17:08.745838","2025-12-25 00:42:28.569663","16","81a1d88f-72bd-4a84-b8f5-2e5b3be4c41d","1",,"","2025-11-01 10:16:06.423455","予約完了のお知らせ","神田駅西口から徒歩2分！コスパ最強レンタルスタジオ！","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/ODJkZDE5YzQtMTlhZS00NjNlLWJlZTQtNDA3NTU3MTQ5NDg5/detail"
"24","Sst","34","94","6.5","f","0","0","1","1","f","t","f","2025-01-30 13:37:24.7661","2026-03-02 19:16:14.049435","e6fa16de-5518-455b-85ee-94583e2182f5",,"f","f","t","t","t","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","[""a88ea380e5d25fe4f2f6396444b77f5e.jpg""]","[""21d5d504a1972ce3241233c3167a08f2.jpg""]","[""c25951e98bb942234eb14bad84903ec2.jpg"",""dc3444ec61adc1af3a68d5393a20773b.jpg"",""62d32b7188f0f7ad9f195130a66a100c.jpg""]","2026-03-02 19:16:13.969763",,,"横浜最大94㎡✨高音質スピーカー完備◎ハイスペックスタジオ!!","213","https://view.ricoh360.com/20fe9012-5926-4315-9b3a-e924e054ecb6","0","2","0","f","f","34","BUZZ横浜2nd","神奈川県横浜市保土ヶ谷区帷子町1丁目30-1クボタビル地下1階","ご予約ありがとうございました。

＝＝＝＝＝＝＝＝＝
　◆地下一階
BUZZ_yokohama2nd_1
buzz88888

◆地下ニ階
BUZZ_yokohama2nd_2
buzz88888
＝＝＝＝＝＝＝＝＝

クレームが続いております。
発見した場合には罰金1万円を請求させていただきますのでご了承ください。

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

※スタジオご利用に関するお願い※
入退室の時間は厳守いただきますようお願いいたします。
ゴミの持ち帰りと簡単な清掃を行ってください。
スタジオ内は土足厳禁です。
また、隣のスタジオに音が響きますのでオーディオをご利用の際には音量を上げすぎないようご注意ください。

ご予約前に、当店利用規約をご熟読いただきますようお願いいたします。
利用規約に同意いただけない方の入室はお断りさせていただいております。

皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。","2025-01-29 19:21:03.537212","2025-12-25 00:42:28.575265","16","f1b2b0b7-e96c-4f9c-b47a-95097aff202e","1",,"","2025-11-01 10:17:11.792162","予約完了のお知らせ","【最大94㎡】大小様々な用途に合わせた4部屋！","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/ZTZmYTE2ZGUtNTUxOC00NTViLTg1ZWUtOTQ1ODNlMjE4MmY1/detail"
"25","Ast","34","19","1.5","t","2","1","1","1","f","t","f","2025-01-30 13:40:37.825848","2026-03-02 19:13:56.823179","3ccf0fbb-98be-4328-a0c4-44d9e124eac7",,"f","f","f","t","t","f","t","f","f","t","f","f","t","f","f","f","f","f","f","f","[""6c68e46317b936f12809d848715367ad.jpg""]","[""81248eab9d5df9fe3c8eed8d44ebcca2.jpg""]","[""3bd06d1f3024c0671d185fb49e76cc78.jpg"",""d71f9c12e6137d5a33f51b477bbf1637.jpg"",""333765f927491d3788d0f2eaa02cc4fd.jpg"",""1d0898d7eeaeb2e6192031ccb169cb78.jpg"",""0147ebe29c899f1e68a97840a4427bc2.jpg"",""7a68194a393eda5a2fb3bca13e7fe701.jpg"",""980881d17110f81b9569f4c63d58ea76.jpg"",""f0a1a4bda6cf50987758d666ef09ed5d.jpg"",""cdc863f956a4bb222dc0befb8cc92c03.jpg"",""a4fb5d571d3b75ffe5bfc45534f4cd59.jpg"",""9b622cd3d88671373db5f2b2e74d7f4e.jpg""]","2026-03-02 19:13:56.697087",,,"お洒落なBAR風🍸コンセプトスタジオ✨映え間違いなし!!","105","https://view.ricoh360.com/ebfaf5ac-6aee-4370-90c4-e887523dedae","0","2","0","f","f","34","BUZZ横浜2nd","神奈川県横浜市保土ヶ谷区帷子町1丁目30-1クボタビル地下1階","ご予約ありがとうございました。

＝＝＝＝＝＝＝＝＝
　◆地下一階
BUZZ_yokohama2nd_1
buzz88888

◆地下ニ階
BUZZ_yokohama2nd_2
buzz88888
＝＝＝＝＝＝＝＝＝

クレームが続いております。
発見した場合には罰金1万円を請求させていただきますのでご了承ください。

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

※スタジオご利用に関するお願い※
入退室の時間は厳守いただきますようお願いいたします。
ゴミの持ち帰りと簡単な清掃を行ってください。
スタジオ内は土足厳禁です。
また、隣のスタジオに音が響きますのでオーディオをご利用の際には音量を上げすぎないようご注意ください。

ご予約前に、当店利用規約をご熟読いただきますようお願いいたします。
利用規約に同意いただけない方の入室はお断りさせていただいております。

皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。","2025-01-29 19:21:03.537212","2025-12-25 00:42:28.575265","16","f1b2b0b7-e96c-4f9c-b47a-95097aff202e","1",,"","2025-11-01 10:17:11.792162","予約完了のお知らせ","【最大94㎡】大小様々な用途に合わせた4部屋！","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/M2NjZjBmYmItOThiZS00MzI4LWEwYzQtNDRkOWUxMjRlYWM3/detail"
"73","広い","35",,,"t","2","0","2","0","t","t","t","2025-08-06 19:00:57.743398","2025-08-06 19:00:57.743398","794b0bbc-95d4-4ea8-b8a5-399e347e5855","1","t","t","t","f","t","t","f","t","t","f","f","f","f","t","t","f","f","f","t","f",,,,"2025-08-06 19:00:57.732478","予約の件","ありがとうございます。

https://dancecoverlab.com/shooting/","",,"","60","6","0",,,"35","Rental Studio Lab","東京都新宿区ダミー","","2025-03-20 12:39:11.476892","2025-12-25 00:42:28.547658","7","15c3e6e5-e2f8-4c4c-bf60-52bd0bf5c14c","0",,"03-3333-3333",,"","駅近","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","t",,"https://dance-studio-lab.com/room/Nzk0YjBiYmMtOTVkNC00ZWE4LWI4YTUtMzk5ZTM0N2U1ODU1/detail"
"27","いいい","36",,,"f",,,,,"f","f","f","2025-03-20 12:49:33.909128","2025-03-20 12:49:33.909128","6318cbba-fe65-4ad0-9d08-8f13e08c8d6b",,"f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f",,,,,,,"",,"","0","6","0",,,"36","ああああ","","","2025-03-20 12:49:21.118513","2025-12-25 00:42:28.401995","7","9a9cfd06-dc88-4e82-87d7-71f1e1e518de","0",,"",,"","","f",,,"t",,,"t",,,"t",,,"t",,,"t",,,"t",,,"t","t",,"https://dance-studio-lab.com/room/NjMxOGNiYmEtZmU2NS00YWQwLTlkMDgtOGYxM2UwOGM4ZDZi/detail"
"29","1st","37","22","2.5","t","2","2","1","1","t","t","f","2025-03-25 13:37:12.65888","2026-03-02 18:50:50.467703","8e36a475-d555-4f22-888b-4629b6c93904",,"f","f","t","f","f","f","t","t","f","t","f","f","t","f","f","f","f","f","f","f","[""ffa7dc553ed526a53cc19b98c1faf64b(2).jpg""]","[""d6af90256d9a7010f871381092946d2a(2).jpg""]","[""a705835235fc8139881a817475b38e4f(2).jpg""]","2026-03-02 18:50:50.406383",,,"完全独立プライベート空間！少人数リハや集中したい方に◎","147","https://view.ricoh360.com/aaa2858b-f21b-4d20-a742-e3b219cc27f3","0","2","0","f","f","37","BUZZ新宿コンシェルジュ","新宿区西新宿7-16-4　Concierge高橋 BF 地下一階（入口はBUZZ新宿とは別で自販機裏側、左の扉です）","ご予約ありがとうございました。

＝＝＝＝＝＝＝＝
スタジオ内Wi-Fi
ID:BUZZ_concierge
PASS:buzz88888
＝＝＝＝＝＝＝＝＝

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

※混雑時は繋がりにくい場合もございます。
必ず保証するものではございませんのでご理解のほどよろしくお願いいたします。

※スタジオご利用に関するお願い※
ゴミの持ち帰りと簡単な清掃を行ってください。
また、オーディオをご利用の際には音量を上げすぎないようご注意ください。
皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。","2025-03-25 13:30:51.390104","2025-12-25 00:42:28.443355","16","269a968c-09fa-45ee-8ff8-c9900d4d7835","1",,"","2025-11-01 10:17:53.266399","予約完了のお知らせ","完全独立プライベート空間！少人数リハや集中したい方に◎","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/OGUzNmE0NzUtZDU1NS00ZjIyLTg4OGItNDYyOWI2YzkzOTA0/detail"
"30","2st","38","16.9","2.5","f","2","2","1","1","t","t","f","2025-03-25 13:37:33.010999","2026-03-02 19:18:36.94438","5f6f168e-d62b-4e99-8e27-d25b9e2dc3bd",,"f","f","t","f","t","f","t","t","t","t","f","t","t","f","f","f","f","f","f","t","[""79551c15cf547d813b95f7d8b2ae828f.jpg""]","[""e46de9ca7e00a31d2d44e9f22ee988c0.jpg""]","[""738cb6ea130183f732c3071e2a90cb28.jpg""]","2026-03-02 19:18:36.882737",,,"マンツーマンレッスンや個人練習に！","210","https://view.ricoh360.com/b09f1fe0-03ae-4404-80a0-df7d2ef10a84","0","2","0","f","f","38","BUZZ池袋東口BASE","東京都豊島区東池袋1-36-7アルテール池袋B1","※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

ビル周辺でのたむろ・喫煙行為などは厳禁です。
土足での入室もお断りしておりますので必要な場合は室内履きをお持ち下さい。
マナーを守ってご利用いただきますようご協力をお願いいたします。
","2025-03-25 13:31:31.893825","2025-12-25 00:42:28.406905","16","36acf403-d307-4277-bf04-c98ca067d920","1",,"","2025-11-01 10:18:12.130933","予約完了のお知らせ","【LED導入】個人レッスンや少人数でのリハーサルに最適です。","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/NWY2ZjE2OGUtZDYyYi00ZTk5LThlMjctZDI1YjllMmRjM2Jk/detail"
"31","3st","38","16.9","2.5","f","2","0","1","1","t","t","f","2025-03-25 13:37:47.007348","2026-03-02 19:20:48.862267","bf7d1455-5daf-4fa3-bdfc-a42068ee1fb8",,"f","f","t","f","t","f","t","t","t","t","f","t","t","f","f","f","f","f","f","t","[""8cd938b68d5fedd3bdd0110d131940de.jpg""]","[""cbf5f6ef8af0a369421ae1e5ca4d2643.jpg""]","[""fbaf0489f36ea228aa90389871682149.jpg""]","2026-03-02 19:20:48.792787",,,"マンツーマンレッスンや個人練習に！","207","https://view.ricoh360.com/2b1cfa4f-f2c0-4a5b-9c02-5c4ff1ba60e1","0","2","0","f","f","38","BUZZ池袋東口BASE","東京都豊島区東池袋1-36-7アルテール池袋B1","※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

ビル周辺でのたむろ・喫煙行為などは厳禁です。
土足での入室もお断りしておりますので必要な場合は室内履きをお持ち下さい。
マナーを守ってご利用いただきますようご協力をお願いいたします。
","2025-03-25 13:31:31.893825","2025-12-25 00:42:28.406905","16","36acf403-d307-4277-bf04-c98ca067d920","1",,"","2025-11-01 10:18:12.130933","予約完了のお知らせ","【LED導入】個人レッスンや少人数でのリハーサルに最適です。","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/YmY3ZDE0NTUtNWRhZi00ZmEzLWJkZmMtYTQyMDY4ZWUxZmI4/detail"
"32","Bst","39","16.5","2.5","f","2","2","1","1","f","t","f","2025-03-25 13:38:12.655868","2026-03-02 18:24:10.308573","0f1cb09f-448e-42a2-9ba0-785b5290499c",,"f","f","t","f","t","f","t","t","f","t","f","f","t","f","f","f","f","f","f","t","[""7ac11a71fd278f86fb0a0b72461cea87.jpg""]","[""de8b68785cab362753349c710274ef61.jpg""]","[""13c307aa7001a02d0046758fa148ff96.jpg""]","2026-03-02 18:24:10.282041",,,"個人レッスンや少人数でのリハーサルに最適です。","221","https://view.ricoh360.com/e4499479-d9ff-41de-85f6-6b9963d60258","0","2","0","f","f","39","BUZZ六本木","東京都港区六本木4丁目5-7地下1階","※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

ビル周辺でのたむろ・喫煙行為はお断りさせていただいております。
ご来店いただくすべての方が気持ちよくご利用頂けるようマナーを守ってご利用頂きますようご協力をお願いいたします。
","2025-03-25 13:31:56.763666","2025-12-25 00:42:28.581032","16","ebe8a461-aec0-43fb-8993-3432fe69d943","1",,"","2025-11-01 10:18:44.182375","予約完了のお知らせ","マンツーマンレッスンや個人練習に！","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/MGYxY2IwOWYtNDQ4ZS00MmEyLTliYTAtNzg1YjUyOTA0OTlj/detail"
